Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,57,1,9,1,33
4,87,1,8,9,72
5,48,0,5,3,31
7,40,1,7,1,31
5,82,0,8,5,68
1,48,1,9,3,23
7,62,1,9,2,57
8,82,0,8,5,79
7,84,1,4,8,72
4,97,0,5,7,77
8,41,1,8,1,35
5,53,1,7,2,39
9,77,0,7,1,73
5,79,1,6,9,65
1,57,0,7,6,31
9,55,0,8,8,53
5,92,1,8,0,80
6,68,0,7,2,56
4,83,0,4,5,64
6,50,0,5,3,39
8,45,1,9,9,38
3,42,0,8,9,21
5,53,0,7,0,37
2,99,1,9,8,78
2,41,0,7,6,17
7,71,0,8,6,63
6,70,0,6,0,55
4,50,1,5,8,32
5,61,1,8,7,47
1,42,1,9,9,18
7,89,1,7,4,82
8,70,1,6,3,66
9,72,1,8,0,69
8,63,0,5,8,57
5,40,1,6,7,25
3,83,1,9,1,66
9,54,1,7,3,48
6,76,1,4,3,63
5,66,0,5,6,50
3,77,0,6,2,54
6,87,1,8,7,77
3,66,0,8,6,46
6,83,1,6,9,73
4,51,0,8,3,30
2,42,1,6,8,19
8,69,1,5,5,61
4,71,1,8,2,54
9,62,1,5,6,59
7,41,0,7,5,33
2,46,1,7,7,23
4,73,0,7,4,55
5,71,0,7,5,54
3,92,0,8,0,70
9,78,1,6,7,76
5,71,0,8,0,57
2,82,0,9,2,59
3,82,0,8,1,60
9,53,1,5,5,51
7,42,0,6,7,33
2,85,1,4,7,59
9,71,0,4,6,67
4,82,0,6,6,65
9,75,1,4,7,72
2,56,1,6,4,36
4,87,0,5,2,68
5,42,1,5,1,28
2,96,0,8,2,70
1,49,0,4,2,23
7,92,1,6,6,84
1,86,1,5,0,61
8,79,1,8,6,71
3,57,0,4,5,33
6,42,0,4,9,29
7,78,0,4,1,67
1,49,1,5,9,25
6,91,1,5,0,78
7,48,1,4,8,39
6,85,0,5,1,72
4,94,1,4,3,78
1,85,1,7,8,61
9,50,0,5,8,48
4,99,1,6,0,81
7,72,1,5,1,62
7,75,0,4,1,66
2,65,0,6,1,40
1,66,0,8,7,41
8,77,0,6,7,71
8,61,0,6,9,56
7,65,0,5,7,59
8,61,1,9,3,56
3,44,1,6,7,24
2,74,0,6,6,53
7,41,0,4,7,34
8,74,1,5,0,67
1,48,0,4,2,18
9,90,0,5,9,86
4,90,1,8,5,72
4,88,1,9,0,75
3,57,0,6,3,36
6,82,0,5,8,70
1,51,1,6,6,24
6,42,0,6,0,30
2,57,1,7,5,32
9,95,1,4,5,91
2,77,0,9,1,54
7,46,1,5,5,36
1,72,1,8,9,48
7,45,1,9,1,39
5,57,0,7,7,43
8,84,0,4,6,77
4,61,0,8,5,42
7,90,1,8,9,83
6,78,1,6,5,69
5,90,0,4,8,72
4,48,1,7,8,34
7,74,1,5,9,68
5,62,0,5,9,47
5,51,1,7,1,36
1,91,1,6,2,68
2,63,1,6,9,40
5,89,1,8,6,76
3,79,1,4,9,62
2,48,1,8,8,26
4,52,0,5,5,30
4,79,0,7,0,63
4,93,1,4,6,75
4,81,0,7,0,61
3,56,0,4,4,34
7,46,0,9,8,35
9,56,1,5,9,50
5,94,0,5,9,80
4,89,1,9,8,74
2,63,0,4,0,34
2,41,0,6,5,17
5,74,1,4,2,58
7,67,0,5,8,55
9,58,1,7,2,55
7,72,0,8,1,63
5,60,0,7,7,46
6,92,0,5,2,77
3,49,0,7,4,28
5,92,1,6,5,78
8,85,1,6,9,80
1,84,0,4,9,58
1,48,1,7,0,19
7,77,0,7,6,68
5,45,1,5,6,31
5,90,1,4,4,73
1,92,1,4,8,68
9,81,0,7,1,77
1,94,1,8,4,72
5,74,1,7,1,56
9,57,0,7,1,51
4,92,0,7,8,73
8,58,0,6,6,53
6,44,1,9,3,33
3,64,1,4,7,43
4,50,1,9,3,33
2,49,1,6,0,25
1,56,1,8,9,32
8,75,1,5,2,68
1,65,0,8,9,37
1,70,1,4,0,42
4,71,1,5,1,52
6,60,1,9,1,48
9,57,0,8,6,55
1,99,1,4,3,71
7,57,0,8,9,49
5,40,1,5,8,25
8,53,0,5,1,48
7,47,0,8,8,39
4,41,0,6,5,21
4,90,1,8,9,72
6,54,0,9,7,40
6,99,1,8,6,92
9,73,0,8,7,69
5,75,1,6,8,61
8,40,0,7,7,32
5,90,0,5,5,78
2,60,1,9,7,39
6,81,0,4,7,70
9,40,1,5,1,36
3,71,0,5,1,48
1,59,0,7,0,33
1,93,1,5,9,66
3,86,1,5,1,65
5,75,1,6,6,58
3,78,0,6,2,57
9,69,1,6,3,66
8,46,1,6,3,40
3,61,0,6,3,42
9,96,1,9,1,93
6,89,1,4,5,78
7,84,0,7,0,74
4,49,0,8,4,31
4,95,0,9,1,81
2,47,0,6,8,22
5,66,0,7,1,50
8,49,1,8,5,44
7,53,0,5,3,43
7,85,0,9,5,80
6,98,0,5,1,85
3,91,1,7,1,71
5,93,1,4,6,77
1,50,1,4,2,25
7,45,1,7,2,36
9,60,0,4,6,54
1,72,0,4,7,48
2,58,0,5,6,32
3,78,1,4,2,56
3,63,0,4,2,41
8,57,1,7,6,52
7,74,1,4,2,65
6,91,1,9,1,80
4,82,0,6,6,62
9,76,0,6,2,69
1,58,0,7,4,32
2,92,0,6,6,69
4,63,1,5,1,44
3,95,0,9,7,77
1,73,1,9,1,48
5,61,1,7,3,48
7,43,1,4,3,29
2,96,1,6,7,74
5,49,1,5,0,33
6,41,1,7,8,32
7,47,1,7,5,40
1,72,0,4,3,43
7,98,0,8,5,92
4,77,1,6,5,58
8,82,0,5,8,76
4,98,0,7,3,81
6,67,0,6,7,53
9,49,0,5,0,44
5,84,1,9,5,71
4,40,0,9,4,23
8,73,1,5,2,64
9,42,1,9,3,40
4,48,0,7,7,29
3,44,0,6,9,22
8,81,1,5,1,75
5,49,1,7,7,37
2,51,0,6,6,30
9,57,0,6,0,52
3,97,1,7,1,79
2,60,0,6,6,36
1,60,1,8,2,34
8,40,1,5,1,32
3,42,1,5,0,20
7,44,1,6,6,35
1,64,0,7,2,38
1,97,1,4,5,74
9,88,1,9,9,88
8,47,0,6,7,40
3,56,0,4,5,34
6,48,1,6,6,36
3,71,0,4,5,46
4,45,0,6,6,24
1,88,1,7,4,63
5,79,0,9,8,67
1,60,0,4,2,32
1,46,0,8,5,17
7,46,0,7,8,36
6,86,0,9,0,75
2,78,1,6,4,52
2,93,0,4,3,72
7,66,1,9,8,61
1,47,1,5,0,21
2,48,0,7,3,22
8,67,0,4,0,59
6,54,0,7,2,39
2,41,0,4,3,18
7,46,0,5,0,37
4,86,0,8,4,67
2,57,0,5,5,33
6,61,0,6,0,46
9,89,0,7,9,87
9,49,0,8,9,47
8,93,0,7,3,85
3,89,0,9,3,70
3,72,1,4,0,52
2,46,0,6,1,21
5,42,1,6,9,31
4,53,1,7,4,39
7,83,0,6,1,73
4,85,1,7,2,67
9,75,0,4,8,71
2,52,0,4,4,30
6,55,1,7,0,46
7,55,0,5,4,45
4,93,1,5,2,73
6,44,1,4,0,28
7,91,0,8,2,79
4,64,1,5,5,48
8,77,1,7,9,71
9,77,0,4,4,72
1,89,1,6,0,62
7,77,0,6,1,68
9,78,0,5,4,74
5,95,0,8,8,82
2,95,0,9,4,73
6,87,1,5,4,77
7,80,0,8,0,71
2,65,1,5,4,39
2,98,1,6,7,76
1,52,0,8,8,28
4,83,0,6,9,69
7,90,0,7,2,79
9,65,1,7,3,64
3,94,0,4,6,71
7,94,1,6,6,86
7,40,0,6,0,29
7,47,0,4,5,39
2,43,1,7,8,21
6,60,1,7,4,49
2,61,0,8,7,39
6,90,0,8,9,77
3,92,0,9,8,75
2,97,1,7,9,79
6,76,0,9,9,67
2,88,0,5,2,64
5,42,1,6,0,26
2,58,0,8,1,31
3,40,1,5,4,19
3,68,1,8,9,52
6,62,0,4,6,48
6,72,0,6,5,60
3,94,1,9,3,78
3,91,1,9,8,73
1,80,0,8,3,54
7,62,1,7,2,52
8,44,1,9,4,41
2,46,0,4,3,23
4,96,1,4,1,77
7,97,1,7,2,89
8,45,1,4,6,41
1,88,1,6,1,62
4,61,1,8,0,47
6,88,1,4,1,78
3,52,0,6,7,32
5,51,0,7,7,38
9,43,0,8,9,41
3,47,0,7,1,26
5,76,1,8,5,64
8,70,0,4,6,61
6,76,1,4,0,63
4,84,0,8,6,68
8,65,1,6,7,59
3,82,0,6,8,62
3,47,1,6,7,27
4,79,0,5,2,58
9,72,0,9,7,73
5,84,0,9,2,70
8,68,0,9,5,61
6,44,0,6,3,28
3,67,1,4,6,44
8,92,0,5,7,87
9,79,1,6,9,76
8,56,0,4,5,48
4,94,0,5,9,77
6,62,0,4,3,48
1,84,1,8,7,61
4,48,0,4,6,29
8,41,0,5,9,31
1,71,1,6,7,46
3,90,1,9,9,72
1,91,1,5,6,62
9,88,1,6,2,85
2,70,0,6,2,49
9,46,1,7,8,44
4,69,1,8,6,50
2,97,0,7,0,73
4,42,1,9,2,25
6,90,1,5,0,77
7,90,1,7,5,80
3,95,0,9,1,73
3,48,1,6,6,28
8,49,1,5,7,43
5,85,1,7,5,72
4,89,0,4,4,70
7,97,0,9,9,90
7,86,1,9,3,80
9,65,0,8,8,63
9,40,1,4,7,35
5,69,0,5,4,53
8,96,0,7,0,93
1,77,1,6,7,50
9,54,1,7,7,52
8,64,1,5,6,59
6,45,0,5,6,32
3,57,1,5,7,37
3,40,0,5,0,17
8,95,0,9,2,90
5,42,1,7,3,24
7,56,0,4,5,42
5,87,0,6,9,73
8,47,1,6,9,45
4,99,0,8,8,83
2,88,0,9,3,63
3,79,1,5,5,56
8,56,1,5,8,50
7,64,1,5,8,55
2,80,0,9,5,60
6,51,0,4,4,40
9,68,0,5,2,63
4,64,1,8,4,47
9,90,0,8,2,87
2,75,0,4,4,50
2,92,0,9,9,73
9,93,1,5,9,90
7,64,1,7,0,55
7,68,1,7,5,60
1,50,0,6,6,22
6,99,0,4,1,86
7,43,1,7,2,34
6,53,1,6,9,44
6,85,0,8,8,75
2,77,1,6,7,55
6,56,0,5,3,45
4,41,1,5,7,25
9,47,1,8,7,48
1,75,1,4,5,46
8,49,0,9,0,43
5,46,1,5,1,29
1,75,0,5,3,48
4,55,1,6,3,37
1,53,1,6,1,25
6,55,0,6,8,43
2,64,0,7,1,40
5,80,1,8,5,67
7,43,0,4,4,32
2,68,1,6,3,44
6,95,0,4,5,85
6,45,0,6,3,32
5,40,1,5,8,26
5,78,1,4,9,64
3,40,0,7,6,19
2,90,0,6,2,68
7,79,1,9,9,73
1,96,0,8,3,71
6,42,0,5,0,26
6,40,0,6,5,24
3,40,0,4,1,16
2,78,1,6,3,55
2,60,1,5,4,34
9,84,0,8,7,83
5,69,0,8,2,51
7,71,1,8,5,63
5,72,0,9,0,57
7,87,0,5,8,81
4,61,0,9,0,41
8,69,0,9,1,63
7,93,0,6,0,86
5,85,1,5,7,71
6,43,0,5,3,29
5,62,0,6,1,46
7,94,0,7,6,86
2,83,1,9,7,61
5,64,0,8,8,49
3,51,0,4,4,29
9,56,1,9,2,54
6,92,1,4,0,80
3,54,1,6,7,34
7,49,1,4,5,39
4,74,0,7,4,59
3,94,0,5,6,71
8,91,0,8,4,87
4,91,1,4,3,71
1,68,0,4,4,40
6,51,1,6,6,42
1,40,1,6,5,14
5,40,0,5,9,23
7,49,1,8,9,45
6,57,1,4,8,46
2,86,0,5,9,61
4,41,0,8,1,20
2,88,1,5,6,65
1,47,0,4,0,17
3,61,0,6,7,41
3,61,1,6,3,37
7,65,1,6,7,57
1,65,0,7,7,39
9,48,0,5,3,46
6,60,1,4,3,50
4,70,0,5,4,51
3,91,1,6,6,71
3,82,1,9,5,67
2,45,0,9,0,20
2,95,0,5,5,74
5,53,0,8,2,38
9,72,0,9,8,70
2,46,0,9,2,23
2,63,1,5,8,37
6,48,0,7,4,36
2,50,1,7,9,27
4,95,0,6,7,79
6,62,1,4,8,53
5,87,0,8,8,75
1,90,0,4,6,63
6,41,1,4,9,29
1,54,0,8,0,24
3,74,0,7,7,54
5,75,1,9,6,62
5,91,1,6,3,77
6,93,1,5,5,78
8,67,0,7,9,62
5,78,1,6,1,66
1,83,1,9,3,58
5,43,0,7,7,27
3,49,0,8,3,25
4,45,0,4,9,26
8,96,0,8,3,92
7,69,0,9,3,59
5,93,0,5,9,76
2,85,1,8,8,64
6,74,1,9,1,63
6,88,0,4,6,75
6,82,1,7,2,68
9,49,1,6,3,42
8,97,1,9,0,94
8,92,1,9,2,87
1,71,0,5,1,43
5,81,0,7,9,66
7,81,1,9,6,71
6,42,0,9,5,34
5,95,1,6,0,77
8,65,1,4,7,59
3,54,0,8,8,35
6,56,1,7,0,44
5,66,0,6,4,51
8,57,0,6,6,53
4,90,0,8,1,72
8,58,0,7,5,52
2,51,0,7,7,26
9,63,0,4,7,57
9,44,0,7,9,43
6,63,0,9,9,50
4,66,0,8,7,52
4,87,1,7,5,68
6,69,0,4,5,58
5,54,1,6,2,39
6,86,0,9,1,75
7,98,1,7,4,90
7,77,0,8,8,71
9,83,0,7,3,80
8,73,0,5,4,66
6,66,1,4,5,55
6,59,1,6,5,46
5,80,0,5,3,67
1,71,1,8,3,47
9,43,0,7,7,39
9,44,1,4,4,39
9,92,1,9,4,92
8,97,1,7,8,93
3,47,0,7,3,26
1,61,1,7,6,35
8,81,1,9,4,79
7,46,0,7,8,35
5,61,0,4,7,46
7,85,1,9,7,78
4,69,1,9,9,54
9,76,0,5,9,73
2,55,0,8,2,30
9,54,0,9,8,49
9,44,0,5,7,40
5,42,0,4,2,25
1,62,1,8,9,41
7,49,0,9,0,40
4,44,0,6,4,25
9,62,1,5,3,59
6,54,0,4,7,41
3,57,0,4,5,32
6,64,0,4,9,55
6,47,1,8,4,34
5,70,0,7,8,56
2,60,0,6,5,33
2,41,0,8,2,17
7,61,0,8,5,50
2,47,1,9,3,27
6,62,1,5,4,50
5,71,0,6,5,56
4,47,0,4,8,28
7,43,0,8,2,35
8,69,0,6,0,62
4,58,0,5,1,39
1,62,0,7,7,36
1,57,0,6,3,30
1,92,1,4,6,66
1,68,0,8,1,42
5,62,1,7,9,51
4,72,1,5,7,57
9,91,0,4,9,85
3,86,1,7,8,67
7,57,1,9,6,49
8,93,1,9,9,87
6,83,0,5,0,70
1,72,1,4,1,46
8,46,1,8,8,40
3,90,0,5,9,70
8,67,0,7,6,58
4,40,1,4,2,21
8,95,0,9,4,90
1,78,0,9,0,52
3,73,1,6,9,51
6,78,1,4,2,65
9,58,1,7,3,58
2,70,0,7,3,47
1,52,1,6,6,27
3,96,1,7,4,77
4,63,0,4,8,45
5,44,0,9,6,33
3,62,0,5,1,40
2,58,0,9,7,36
2,40,1,9,1,17
7,72,1,4,6,63
9,98,1,7,4,98
2,89,0,6,9,70
7,95,1,6,5,84
7,72,0,8,3,63
7,71,0,6,4,63
3,98,0,6,4,76
7,67,1,7,6,62
1,76,0,5,3,49
1,80,1,5,4,52
5,51,1,7,3,35
2,48,1,6,3,24
9,89,0,4,7,85
7,94,1,9,4,88
4,50,1,9,8,34
4,72,0,5,4,52
2,58,1,7,7,33
5,93,0,4,2,76
4,96,1,6,6,79
1,81,0,7,0,52
8,73,0,5,4,66
3,46,0,4,1,24
6,70,0,4,7,54
4,91,0,5,5,73
9,41,1,4,4,38
7,58,1,9,2,50
9,77,1,5,0,73
3,71,1,9,9,53
1,49,0,7,9,22
5,80,0,8,9,67
3,47,1,6,9,27
6,65,0,7,7,54
8,69,1,9,4,64
4,50,0,6,8,32
5,80,0,6,6,65
5,59,1,9,0,45
4,99,1,9,0,85
4,59,0,5,6,38
4,48,1,8,6,31
4,47,1,9,8,29
4,99,1,6,1,80
5,54,1,6,6,38
2,73,0,7,1,48
2,63,0,8,9,38
9,72,0,8,9,70
2,80,0,6,1,55
6,80,1,8,4,67
2,84,1,7,8,61
5,79,1,5,8,68
4,66,0,6,9,50
7,60,0,4,0,49
7,44,0,6,6,36
6,74,0,6,9,63
5,60,1,5,9,46
1,43,1,9,2,19
3,88,1,9,9,72
9,87,0,4,9,81
1,55,0,4,0,28
5,96,0,4,1,80
2,70,0,9,5,47
4,65,0,5,9,47
1,91,0,8,1,65
3,74,1,4,1,55
7,45,0,8,3,39
3,72,0,7,2,51
4,60,0,5,7,45
2,55,1,8,7,33
3,86,1,9,5,71
9,78,0,9,3,76
3,73,1,4,6,50
5,81,1,4,8,69
2,96,1,8,1,74
4,99,0,9,5,83
7,54,1,8,6,43
7,45,1,7,0,34
3,41,1,5,5,20
5,63,0,9,7,53
1,95,1,6,6,70
1,88,0,9,1,63
5,67,1,7,1,53
9,40,0,9,3,37
1,40,0,7,4,13
1,67,0,9,4,40
4,75,0,7,1,59
4,59,0,4,6,42
2,87,1,8,7,69
9,47,1,9,1,46
9,40,1,5,3,36
2,65,0,4,2,40
9,90,0,7,3,89
6,82,0,5,4,71
8,88,1,4,5,81
4,64,0,6,1,42
2,49,0,9,9,27
2,51,0,9,5,29
9,80,0,7,8,75
1,46,1,4,7,19
7,51,0,4,0,39
3,86,0,7,8,64
3,79,0,6,9,59
2,56,0,9,1,33
6,44,1,8,0,29
2,53,0,6,5,29
4,73,1,7,0,55
9,87,1,8,5,85
9,56,0,4,1,50
6,74,0,6,6,62
4,94,1,6,6,77
7,40,0,9,3,32
1,98,0,9,1,76
4,89,1,8,6,76
5,89,1,4,0,76
8,75,1,6,1,68
2,54,1,8,1,31
5,99,1,6,0,82
6,58,1,9,8,48
5,90,0,4,5,74
9,81,0,4,2,76
1,44,0,5,5,15
3,58,0,8,6,39
2,82,0,9,2,63
3,78,0,9,3,59
9,44,0,9,9,42
9,91,0,7,0,88
2,51,0,6,5,29
3,58,1,4,5,37
4,86,1,6,8,69
9,51,0,6,1,48
3,75,0,7,4,56
7,51,1,4,4,40
3,57,1,5,6,39
7,88,1,9,4,83
7,90,0,8,9,83
9,87,1,6,3,87
2,82,1,7,9,60
6,73,1,7,1,61
9,87,0,8,7,85
2,72,1,8,4,48
2,88,0,4,3,63
5,57,1,6,8,42
8,96,1,6,1,90
9,68,0,8,2,65
2,84,1,9,7,65
5,44,1,5,3,30
7,64,1,6,8,56
6,63,0,7,9,52
6,68,0,9,9,59
7,98,0,8,9,91
3,77,1,6,9,57
3,72,0,4,8,51
9,49,1,8,9,46
8,76,1,7,8,71
5,99,1,4,0,83
6,72,1,8,5,61
1,62,1,8,9,38
1,97,1,6,5,72
4,50,1,4,7,34
2,63,1,8,6,41
7,63,0,9,6,55
2,46,0,7,1,19
2,89,1,4,3,68
5,60,0,9,0,45
4,59,0,6,6,44
8,92,0,5,3,85
4,49,1,8,8,35
6,64,0,5,5,51
5,86,1,8,5,73
2,75,0,9,8,54
8,87,0,6,7,84
2,86,0,6,5,63
9,54,1,6,5,51
9,83,1,6,5,80
3,79,1,4,3,58
4,79,1,4,4,61
8,89,1,8,2,87
9,45,1,4,8,40
3,76,1,8,1,56
5,41,1,4,6,25
8,51,1,4,0,40
3,97,0,4,9,77
7,43,0,7,6,34
8,62,1,6,1,55
3,52,0,7,4,31
2,56,0,4,0,29
7,70,1,4,4,60
9,55,1,7,3,54
1,80,0,9,0,53
3,65,1,8,0,45
5,67,0,6,6,52
3,40,1,8,2,20
1,86,0,9,9,62
7,51,1,6,8,43
7,76,0,5,8,64
8,94,0,6,9,90
5,95,0,8,8,82
5,89,0,6,0,71
5,59,1,5,3,46
1,41,0,5,0,13
5,75,1,4,0,59
6,54,0,5,8,42
1,77,1,7,4,52
7,61,0,8,0,52
1,83,1,7,2,57
2,89,0,9,6,70
2,71,0,7,1,47
5,98,1,8,3,85
7,59,0,9,1,49
1,75,0,7,8,50
1,72,0,7,8,45
1,54,0,9,6,28
6,89,1,7,6,78
2,85,0,5,1,60
1,42,1,8,9,17
6,68,1,8,7,59
2,86,1,8,0,63
6,66,1,7,7,56
8,44,0,5,4,39
2,98,0,8,3,76
9,95,1,6,9,93
8,70,0,8,1,62
1,61,0,4,2,33
7,74,1,6,9,69
6,93,1,8,1,83
6,46,1,7,3,33
6,45,0,8,2,34
6,65,1,5,4,51
7,93,1,5,6,84
3,40,0,8,8,17
6,58,0,7,4,48
3,46,0,7,7,26
7,75,0,7,1,65
7,51,0,8,5,40
8,59,0,8,7,57
2,62,0,4,8,38
9,64,0,5,3,58
5,69,1,6,3,51
9,98,0,6,6,95
5,68,1,5,3,56
7,70,0,9,4,62
9,57,0,4,1,48
4,80,1,5,1,62
2,58,0,4,9,32
9,93,1,9,4,92
2,43,0,4,9,19
3,40,1,7,9,18
2,80,1,5,1,56
3,98,0,6,5,78
6,54,1,8,5,43
3,93,1,9,7,76
8,47,0,9,0,44
6,54,0,8,6,44
7,54,1,5,6,45
1,89,0,8,8,62
3,78,1,4,3,60
3,61,1,8,6,42
2,57,1,4,5,30
7,55,0,4,3,44
9,41,0,6,9,38
4,75,1,8,7,61
5,59,1,6,2,43
3,55,1,8,7,36
9,42,0,4,4,37
4,95,1,8,3,77
5,69,0,9,2,58
1,94,1,9,9,70
2,41,1,6,6,18
9,74,1,7,6,72
2,65,1,9,5,43
5,96,0,6,2,81
8,44,0,7,8,38
3,41,0,5,1,20
6,90,0,6,2,76
4,95,0,9,0,76
7,59,1,9,6,50
3,73,0,8,1,51
6,73,0,7,9,62
9,93,0,9,7,92
1,95,0,8,8,69
3,94,1,7,1,74
2,59,1,6,5,39
8,89,1,6,0,81
7,64,0,8,7,56
2,59,1,6,4,37
6,64,1,8,8,51
3,92,0,4,2,70
8,53,0,7,1,46
3,99,0,8,6,80
9,86,1,7,6,87
1,83,0,4,9,60
5,82,1,7,4,65
3,82,1,8,6,63
6,78,1,6,5,66
2,51,1,7,8,30
9,87,1,7,2,82
6,44,0,9,3,33
7,41,1,9,8,34
5,93,1,4,9,79
9,55,1,5,7,52
1,94,1,6,9,69
5,69,1,8,5,56
6,86,0,4,2,73
7,82,1,8,8,75
4,77,1,8,8,61
1,84,1,7,5,56
8,90,1,4,1,83
4,81,0,4,6,63
3,63,1,9,8,45
7,90,1,6,8,82
2,69,1,5,2,42
8,76,1,8,1,70
6,96,0,6,4,82
7,98,0,9,9,88
5,92,0,6,6,78
9,78,1,8,2,78
5,50,0,7,3,35
5,53,0,7,9,37
3,62,0,8,1,41
1,92,0,9,9,69
2,55,0,9,1,33
8,89,1,4,6,83
1,60,0,5,1,34
7,94,0,7,0,83
5,94,0,5,3,81
3,43,1,6,5,22
7,72,1,6,9,64
9,93,0,8,9,89
2,86,1,8,3,65
8,53,1,8,0,47
9,58,0,9,0,54
3,98,1,7,8,79
2,44,0,5,0,18
7,75,0,6,6,66
5,70,0,5,6,55
5,84,1,7,0,67
5,57,0,5,0,40
4,83,0,5,5,66
5,70,1,9,7,54
4,94,0,8,6,78
6,69,1,9,5,62
4,60,1,9,9,43
2,86,0,5,2,62
9,69,1,5,6,66
2,94,0,9,5,72
9,80,1,5,7,77
6,43,1,9,3,31
9,44,1,4,8,40
9,80,1,9,0,79
3,84,0,6,6,61
1,49,0,6,8,25
1,66,1,5,9,40
3,55,0,9,0,34
5,69,0,9,9,54
3,52,0,8,2,29
9,75,0,8,6,73
9,60,0,8,8,58
3,84,0,9,0,64
3,92,0,9,5,73
5,79,1,6,1,64
2,84,0,7,4,61
6,54,1,5,6,42
7,59,1,6,6,50
9,59,1,8,9,56
6,84,0,6,6,72
3,94,0,6,3,74
5,98,1,6,5,85
4,44,1,8,9,28
5,93,0,7,5,79
8,93,0,4,6,83
8,99,0,5,8,90
6,71,1,5,5,56
1,45,1,6,9,20
8,69,0,7,0,59
8,65,0,8,7,60
2,76,1,4,1,51
4,52,0,4,2,32
2,68,0,6,4,43
4,44,1,6,5,24
7,64,1,8,6,56
9,52,1,8,3,49
8,63,1,9,2,57
9,70,0,8,8,69
8,59,1,6,3,52
2,94,0,7,8,73
7,47,0,6,8,38
2,99,0,6,2,78
2,48,1,4,2,23
4,60,1,8,7,46
1,90,0,5,0,64
5,59,0,8,5,45
6,54,1,9,5,45
9,65,0,7,8,62
8,93,0,7,1,87
2,81,0,8,7,62
1,50,0,8,6,25
2,76,0,6,1,52
7,80,0,5,0,69
4,50,0,6,3,31
5,66,0,4,1,49
7,69,1,4,2,56
3,58,1,7,1,37
2,73,0,7,8,53
7,77,0,5,3,67
5,62,1,7,0,49
1,92,1,9,7,66
1,40,1,4,3,12
9,42,0,5,9,35
5,42,1,4,7,28
1,67,1,8,7,42
7,53,0,8,8,45
9,91,1,5,9,89
1,69,0,6,6,43
4,97,1,9,3,81
3,93,1,9,1,75
5,44,1,7,5,30
7,88,1,5,3,77
8,54,1,9,5,46
2,77,0,7,7,54
7,53,0,4,2,41
1,53,1,6,0,23
7,96,0,7,4,87
8,98,1,8,2,96
2,88,1,8,5,66
9,47,1,4,2,45
1,47,1,5,0,19
6,58,1,7,8,47
1,71,0,4,4,41
3,70,0,8,1,49
6,68,0,8,1,56
3,80,0,8,8,61
8,50,1,6,0,40
5,84,0,6,9,70
2,52,1,8,2,29
4,66,1,9,9,50
9,95,0,5,6,94
4,58,0,6,0,37
8,65,1,7,1,61
5,92,1,6,5,78
1,90,1,7,8,66
7,76,0,6,8,67
3,87,1,8,7,70
8,48,1,7,2,43
3,67,1,5,1,43
1,71,1,6,0,44
5,91,0,6,8,76
2,93,0,8,4,71
4,42,1,7,2,27
1,90,0,9,9,66
9,71,1,8,9,72
6,44,0,7,4,33
8,47,0,6,2,37
4,53,0,6,8,35
9,95,0,6,0,91
2,42,1,6,0,18
9,63,1,4,2,58
5,52,1,6,5,38
6,82,0,6,1,68
3,68,0,9,0,51
4,47,1,9,7,31
6,90,0,7,9,79
7,81,0,6,8,72
1,70,1,6,9,45
7,65,0,7,0,58
1,57,1,6,2,30
5,97,0,6,4,81
6,57,1,8,6,44
2,96,0,4,9,71
9,46,0,7,3,40
6,87,0,8,5,78
7,77,0,9,0,68
8,87,0,5,3,82
1,55,1,5,7,29
8,94,0,9,4,88
4,95,1,4,7,78
8,99,1,5,0,92
6,72,1,4,9,60
9,95,0,5,8,92
4,90,1,5,3,73
2,42,0,8,8,16
2,77,0,5,7,53
5,43,0,9,7,29
9,75,1,4,1,72
3,43,0,6,2,21
8,81,0,6,9,73
4,48,0,6,8,31
6,79,1,4,2,64
6,90,1,4,7,80
3,56,1,6,4,32
5,56,1,9,6,43
3,72,0,5,3,50
1,59,1,6,7,30
7,53,0,7,3,43
4,61,1,4,4,40
7,91,0,7,0,84
3,66,1,7,9,47
5,82,1,4,7,67
5,42,1,6,6,27
2,63,0,9,4,38
2,69,0,8,5,46
4,47,1,7,0,29
4,61,1,6,7,47
4,64,1,8,8,48
6,99,1,7,4,88
2,49,1,6,9,26
6,88,1,7,6,75
7,68,0,6,9,59
3,79,0,9,3,59
8,93,0,5,5,87
2,40,0,5,1,15
8,91,0,4,3,87
5,60,0,8,4,46
2,78,1,7,8,53
7,63,1,7,8,55
2,48,1,6,7,27
6,99,1,8,3,87
3,83,1,7,5,64
9,93,0,8,6,91
3,65,0,8,0,45
3,48,0,5,0,25
5,59,0,7,3,44
7,95,0,7,2,86
8,74,1,4,9,71
7,75,0,8,3,66
9,81,0,6,8,79
5,75,0,5,1,58
3,93,1,4,3,74
6,48,1,5,6,36
5,61,1,6,1,46
4,40,1,4,7,24
2,44,1,5,9,18
7,48,1,6,3,42
5,76,0,9,8,64
4,77,0,4,0,54
8,58,0,6,6,52
9,47,1,4,0,45
9,81,1,7,9,79
3,82,1,7,8,63
3,71,1,5,9,48
5,52,0,8,9,38
5,59,1,9,0,45
2,75,1,8,2,53
1,82,1,6,6,57
8,83,1,4,0,75
3,76,1,7,4,54
1,69,0,8,5,47
1,49,1,7,2,23
2,70,1,9,5,48
6,64,0,6,3,51
6,68,1,9,5,58
